1000
1510	4077
4335	3404
2634	213
3176	1092
3385	846
2276	4245
1875	2366
3982	1924
2928	1164
4266	4019
82	2301
27	2868
1680	1676
1633	2554
3361	1824
4993	1977
4156	1345
3267	4650
2688	445
4850	3407
4634	3172
3577	2729
1327	1898
1503	2226
3496	440
1735	1062
4530	3116
3806	2205
1559	4310
2576	2922
2956	4229
1859	1602
2972	4651
4833	3463
1820	2702
1055	2770
3755	4355
1571	4428
4647	4319
895	1752
1552	3589
1004	1178
1831	494
2836	4425
2813	2160
777	1702
4026	2278
1616	1792
2651	4941
3953	4681
3531	2786
3293	123
1493	358
1067	3094
3946	3281
223	2730
1132	4983
4645	2123
1536	497
4241	4421
1751	1205
4800	685
3410	274
4578	3431
1781	1028
4779	2257
2816	2401
1235	4772
79	3372
3727	2637
3763	4301
2450	3436
3685	4465
946	1452
2088	1933
1741	1053
3876	4809
1254	4612
4049	3225
3544	4060
2716	644
4018	2687
1775	4241
4010	4930
4	60
830	317
2194	4647
1228	2696
2438	4005
2700	3878
1128	2267
2870	4198
290	4282
1431	256
1333	3954
641	3957
3614	2298
2599	2764
683	4964
647	637
4269	1263
3034	4892
3129	3255
3140	4085
2721	1051
3463	4665
1514	310
3662	8
1667	3700
3871	3339
3985	2182
2800	751
1490	324
104	4492
3824	975
1170	1643
4788	4459
4516	779
1062	3070
4372	1460
1115	4852
1624	3125
2529	1110
99	4437
924	2291
1185	111
1702	3843
1332	4274
465	1361
4168	2625
3516	407
4802	2267
22	4431
4302	3030
4010	4027
4366	1958
4363	1659
939	4903
2235	1760
3546	1228
992	2111
3817	3944
3058	926
3124	1335
4633	4100
4952	1671
2728	3197
4767	3501
3131	3058
4579	3824
1658	240
2153	4758
3909	3739
4439	1819
2249	2279
1058	3327
1232	4972
2198	523
252	1893
2850	1503
1310	4244
2444	2377
1000	790
371	731
1648	733
3695	3139
1955	4301
4426	2003
4982	2863
1902	2540
3224	3645
3048	4391
4842	3856
4962	27
4974	804
3922	3417
1732	169
2274	1707
4568	77
2654	4236
3412	3579
1888	1051
717	1764
601	4957
1319	2207
1186	2228
2524	630
3297	4889
1256	2481
1253	2033
915	950
3752	68
2593	2328
3952	4466
4819	4554
2902	1959
3090	930
1169	2744
4436	1341
2041	3603
652	4233
18	4775
799	2174
2670	1813
3132	689
2963	3831
3294	1370
152	3744
383	4452
3460	4137
1349	2280
3993	3430
3895	964
840	518
2846	667
2930	3267
3416	1087
3235	2799
3395	1290
2359	2523
4421	4460
3841	2725
799	2918
665	4632
694	2092
4045	1292
2002	4953
2265	3185
232	2245
1208	4631
4894	3813
2487	3771
242	4699
3972	3748
1983	4927
1576	2563
3179	2436
4922	513
3489	2148
2097	2888
4311	4405
2174	199
3340	1988
2010	173
3630	3644
847	2260
614	4928
1820	4297
3676	3027
3865	1460
1523	1970
3800	4214
562	3472
1279	1775
1710	577
3296	630
844	3806
4378	3657
4454	141
2260	1442
2114	2513
3404	1947
4845	2518
995	1326
1475	1567
1981	557
1205	2227
2324	1630
4010	51
3155	2388
380	3140
179	3803
4693	2858
4434	3106
1871	3841
4495	463
4496	1940
135	232
1205	2228
410	2627
893	4010
643	3359
1791	678
2349	1235
2714	4724
3741	223
3436	2818
3365	1077
4388	872
4212	2645
4152	489
4156	584
2179	1729
1355	2013
3421	1501
245	4951
4403	85
878	1960
1893	232
995	2885
1570	4306
3185	408
123	2801
2931	4030
2000	4353
2245	616
4704	4016
2507	2830
3203	3596
4611	3275
290	3945
1899	2033
2187	3137
2905	3561
2557	2525
1514	3846
1136	707
2726	4596
3093	3504
1940	1570
357	1037
2548	1948
224	2178
1828	2708
632	4353
2938	1931
4322	2018
1561	3151
2294	3917
2713	2646
3645	962
3321	565
2961	4244
712	2630
1166	4203
2537	560
2686	3649
2303	1412
3693	1557
379	4199
1396	4507
304	2730
1194	1284
995	4312
2107	3300
1947	4253
1257	1349
2518	4130
3798	2165
1124	695
30	2414
3819	1704
761	2502
3997	1042
4651	408
3429	3992
1193	3234
213	1511
2553	2583
3632	2880
1842	3702
2557	1430
4781	3763
1198	825
4860	2712
1198	2022
320	2641
750	4446
3911	3107
1878	416
4717	2287
2039	2114
596	2621
3005	3962
1885	2337
3874	3180
2048	2643
4737	2330
4113	4003
3881	2370
2928	354
4589	3476
2658	1114
1382	787
4685	572
1672	132
1061	3579
1446	2831
2175	961
1945	3205
3734	2360
2686	1486
4067	913
4353	4274
2562	169
794	158
1378	2423
1994	3491
179	2443
1595	526
2597	1158
1584	1881
2553	2757
3830	1851
4128	1574
24	624
137	1666
663	3913
1901	1325
4121	223
2719	4322
3913	4458
780	3565
687	1036
2949	1992
2920	2854
1714	1346
1665	4708
208	1999
3775	3885
4425	1333
4562	2862
3265	157
4712	2283
4746	3969
2737	3779
3021	668
4374	1977
64	3975
1583	2931
33	3111
4298	4729
827	2339
3803	602
761	3226
2810	2162
101	2458
2191	2194
4561	3502
558	1008
4439	4875
567	3084
2582	4727
1437	3824
990	1816
2981	309
2155	1481
2481	4247
1424	2870
313	2178
3664	2774
172	1935
3676	2770
55	2647
3250	435
4321	2529
4053	4740
4345	3846
2072	1439
434	224
4543	2686
4374	4456
1559	3112
3302	3877
2513	3863
559	497
1037	1015
3243	3000
1373	2721
4368	1024
4015	4658
3123	4780
1599	3938
835	1965
3498	1914
2094	1914
4441	1995
210	904
4645	2524
553	4611
266	1343
3570	304
4126	2162
3261	219
3356	2936
4299	3369
2286	2249
2731	601
424	2018
727	585
1266	1145
2456	4994
3722	4111
1056	4447
635	2401
2361	3032
1583	4502
1299	362
3220	2860
3516	865
3137	4508
520	2021
4178	2023
3122	528
2120	3333
3125	2147
392	136
3222	2449
4798	3688
2391	4893
501	3993
690	570
3291	2950
1915	2183
3029	3766
1636	2536
2864	2340
4521	4585
2691	2969
1533	2435
295	3899
4352	4959
4182	1148
998	4395
4110	1097
751	1358
4858	2333
2117	1979
4476	1840
4681	3329
3332	3142
4714	3343
154	1391
2287	2550
474	2467
3851	1909
816	4570
911	4180
2750	277
1190	2722
2852	3867
2147	3642
2924	2691
3989	2338
4880	3149
240	4007
3200	3386
3178	1827
1906	2992
2308	3030
3474	4555
3641	3308
1551	263
610	4597
2511	4767
4049	477
2711	1384
3479	242
4580	218
820	1345
3674	2193
1502	2664
4710	1369
3873	2579
3932	2661
4487	1428
2639	4033
1752	2154
3603	3565
2384	3790
3996	1029
800	2415
805	4008
3206	4170
210	4908
2033	3131
2872	3548
1174	429
4086	4640
1847	2405
2466	1706
1042	3477
4641	958
3997	4497
3597	2393
2266	2192
2618	4495
640	4408
3913	2973
1927	254
1078	1958
511	1202
3490	1480
4319	727
1532	2453
1810	947
794	1550
454	3475
2767	2723
2251	3611
2888	2043
2881	1402
1782	4431
1219	3836
3917	3889
629	4765
3911	4088
2525	1455
669	1090
3696	3798
384	3687
2518	1978
860	2176
4262	581
4191	3182
4659	3289
4573	1054
4847	4421
712	641
1512	1965
3962	3446
4470	2310
3277	996
1481	912
1982	1402
1382	4454
2705	3921
1854	4930
573	2126
3232	4548
965	4907
3257	4836
3079	74
3189	2587
3747	414
2762	930
1384	2612
3816	3642
4738	4136
4441	244
792	222
3856	1817
1097	3543
4864	1255
1377	2246
788	2457
1272	4322
1255	876
3316	1462
3270	4796
257	3949
327	3330
2115	4225
4611	3764
2484	791
146	3391
3333	2816
2875	782
4472	302
3473	4994
3457	301
3628	293
4201	2760
3856	4464
999	4650
4155	4131
285	1212
3475	611
330	2147
1828	1233
3896	4310
4677	4326
4919	1068
2903	2430
1508	1381
4138	2160
773	4991
45	4017
31	4731
4637	613
1668	932
2706	2787
2206	1711
1620	1108
2485	603
3377	4433
1582	729
294	357
870	4696
859	1302
4067	862
1442	1285
3498	3319
1223	3059
1644	4716
3709	942
4593	27
1082	4369
4644	322
3888	3047
2122	2064
4336	3910
1754	1872
3127	1650
3575	1247
3350	3384
1777	3674
1182	1541
3953	761
1519	3993
2593	3418
1987	326
4458	2178
2469	1391
4499	3510
4453	3148
2197	4834
2522	3995
294	4553
4969	4766
1057	3617
1392	3795
4087	2370
4804	771
2203	1290
2293	2345
1426	295
4441	2692
125	3651
4702	197
4494	195
1553	3408
415	1527
5000	1686
3373	3587
1353	320
692	2924
4478	1728
233	3447
2620	893
882	2134
3306	700
2589	4914
183	531
1217	972
2777	3686
4287	1280
740	409
761	591
1753	1470
269	1557
2879	2361
1244	45
2695	674
2786	4576
1069	2550
1224	3866
3071	3959
3114	4076
3280	3220
286	1121
125	3195
4304	4674
373	1412
1150	1132
1018	3571
4974	3180
2363	4451
1789	2958
4398	4081
2190	4133
2064	2778
1229	452
300	3444
1465	2585
4982	2596
3654	1214
2156	159
983	2305
508	2087
3442	4636
4785	171
277	4018
607	3868
4854	1188
252	286
3533	4877
4962	1442
3833	2124
770	1782
859	1226
1976	845
81	4972
3322	411
1720	3544
654	637
2894	2915
3558	2757
242	4729
2824	1460
632	4454
473	3262
4003	2619
1508	2962
4114	2976
3662	3045
3166	198
1772	4600
3248	1709
4568	843
273	3208
4821	392
3675	4201
1485	2006
2969	2187
130	215
2831	1588
2777	3269
3362	476
3524	1831
1409	4608
1501	1066
2704	1413
4454	3381
4449	533
2858	1513
3235	2223
1633	2383
2709	612
2192	3811
4877	2724
2388	4363
1092	4782
2767	599
844	2519
3569	1702
2906	1212
3967	1124
3550	100
4740	2395
4344	2840
1254	1664
299	4518
4086	2343
3443	2633
1571	3371
4955	1958
4155	2680
1478	2821
2960	2675
1138	1800
793	3174
2740	1558
2859	3380
3243	4361
3599	2138
3968	3886
1600	4428
2454	366
1854	1458
869	4462
130	537
2198	3447
3642	1221
4578	1229
3070	4971
3006	4625
2982	1597
2749	1768
4912	828
2834	3871
2851	4615
4674	2871
4896	4662
1797	4630
1933	2442
915	2213
4572	1829
4718	2028
2069	2481
4305	4210
3630	3514
78	1981
906	3623
625	4181
2951	3113
420	4508
1921	664
4485	2349
3512	4589
4287	3407
4636	4009
3775	3501
2804	2993
508	381
3943	4484
66	2206
1514	867
2689	2368
2602	4006
4412	2097
3371	1970
3874	3990
4822	244
1250	1432
1362	1261
1728	2331
552	3471
3493	4960
1772	3298
4672	3401
1305	3758
4430	2602
2460	628
821	3591
454	2676
4801	2242
1054	3582
4500	110
1128	2340
1086	3228
3990	3064
4131	4858
3055	224
4207	3770
2953	313
2920	4283
1499	1219
3567	4812
4412	3332
2519	1547
36	286
4812	881
3241	3456
1751	725
792	3257
3355	4726
3250	4935
3781	2209
3186	1639
4375	1409
1891	290
574	4893
469	3658
4539	4458
2282	3178
1306	4286
4314	3336
4465	3420
1293	2758
4625	4183
3	4066
607	2688
2385	1943
1408	319
2221	4746
