Estado inicial: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 14 | 44 | 59 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 91 | 64 | 43 | 90 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 14 | 44 | 59 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 91 | 64 | 43 | 90 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 14 | 44 | 59 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 91 | 64 | 43 | 90 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 14 | 44 | 59 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 91 | 64 | 43 | 90 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 14 | 44 | 90 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 91 | 64 | 43 | 59 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 14 | 64 | 90 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 91 | 44 | 43 | 59 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 23 | 91 | 64 | 90 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 77 | 26 | 61 | 14 | 44 | 43 | 59 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 48 | 77 | 91 | 64 | 90 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 99 | 9 | 23 | 26 | 61 | 14 | 44 | 43 | 59 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 94 | 99 | 77 | 91 | 64 | 90 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 100 | 48 | 9 | 23 | 26 | 61 | 14 | 44 | 43 | 59 | 45 | 12 | 40 | 5 | 52 | 6
Estado Atual: 89 | 92 | 68 | 36 | 33 | 60 | 1 | 8 | 22 | 49 | 31 | 11 | 72 | 39 | 98 | 46 | 15 | 30 | 54 | 85 | 82 | 95 | 18 | 79 | 27 | 80 | 81 | 2 | 13 | 78 | 96 | 74 | 57 | 50 | 25 | 65 | 41 | 71 | 21 | 88 | 73 | 100 | 99 | 77 | 91 | 64 | 90 | 67 | 75 | 34 | 4 | 17 | 51 | 87 | 62 | 56 | 66 | 38 | 24 | 42 | 20 | 83 | 28 | 16 | 97 | 53 | 47 | 93 | 37 | 7 | 58 | 84 | 35 | 86 | 29 | 3 | 55 | 19 | 32 | 10 | 76 | 63 | 70 | 69 | 94 | 48 | 9 | 23 | 26 | 61 | 14 | 44 | 43 | 59 | 45 | 12 | 40 | 5 | 52 | 6
