769 486
0 638 29
1 361 531
2 72 202
3 557 -1
4 -1 479
5 -1 406
6 55 281
10 48 -1
11 273 93
13 605 590
14 474 44
15 748 -1
16 291 624
17 -1 561
18 593 -1
20 -1 83
21 2 -1
27 403 627
28 -1 427
30 -1 597
31 392 -1
32 330 -1
35 -1 170
36 168 588
37 409 292
38 -1 397
39 622 54
40 525 25
41 112 73
44 475 -1
45 723 -1
46 -1 81
47 684 -1
48 306 -1
49 279 -1
53 82 532
56 464 -1
58 662 506
60 -1 46
61 701 759
63 494 268
64 52 -1
66 498 49
67 -1 509
68 715 -1
70 -1 193
72 -1 35
74 293 421
78 768 404
79 764 -1
81 682 -1
82 -1 469
83 60 -1
85 142 195
87 -1 149
89 -1 150
90 414 -1
92 589 3
94 431 90
95 423 -1
97 197 697
98 -1 135
99 577 59
101 551 358
104 658 -1
105 675 763
106 728 360
108 371 50
109 539 616
110 139 226
112 652 -1
114 615 286
115 208 -1
116 190 -1
117 721 708
119 407 14
121 729 312
122 704 535
123 630 341
124 123 -1
125 -1 192
126 217 -1
129 102 424
133 685 163
135 280 -1
136 -1 58
138 671 266
139 310 106
140 476 23
141 592 -1
142 185 -1
143 552 -1
146 370 681
147 350 586
148 251 582
149 -1 555
150 -1 325
151 501 -1
152 103 655
153 661 733
155 233 80
156 -1 262
157 295 760
158 220 -1
160 94 -1
161 204 435
162 393 261
165 490 718
166 -1 436
167 -1 198
170 368 76
171 497 340
177 169 767
180 166 -1
181 13 465
182 460 -1
184 -1 61
185 739 194
188 603 111
189 -1 363
190 22 15
192 -1 451
193 100 160
196 732 657
198 619 338
200 -1 288
201 144 747
203 -1 695
204 -1 755
206 87 254
207 639 130
208 1 567
211 67 443
212 426 564
215 187 334
216 289 326
217 521 486
219 -1 38
220 178 548
221 411 -1
225 164 508
228 383 538
230 761 174
231 606 -1
232 45 42
233 180 -1
234 -1 756
237 416 481
239 388 359
243 228 224
248 182 -1
250 189 -1
253 101 716
255 384 -1
256 159 70
258 284 249
259 7 162
260 257 689
261 433 607
262 364 568
263 413 181
264 269 645
267 124 660
269 294 537
270 175 287
271 -1 234
272 -1 705
273 119 26
274 545 308
275 12 396
277 47 218
278 527 672
279 613 449
280 -1 305
281 298 40
282 740 752
284 78 241
285 -1 524
286 247 726
287 -1 328
288 425 134
289 275 578
292 507 -1
293 453 -1
296 136 -1
298 43 -1
299 -1 727
300 410 -1
301 343 258
302 86 116
303 563 -1
305 702 562
306 375 456
307 223 282
308 693 107
309 500 447
311 515 374
312 357 -1
313 259 -1
314 -1 519
316 -1 16
317 691 -1
318 517 415
320 373 27
322 698 398
323 355 505
324 558 599
325 573 520
328 -1 6
329 669 518
330 -1 445
332 496 503
333 405 -1
334 -1 462
335 300 222
336 530 570
338 -1 625
339 751 88
342 634 -1
343 349 250
344 673 461
345 440 679
346 96 439
348 17 487
354 680 452
355 749 -1
357 742 -1
359 667 -1
361 68 321
362 546 470
366 -1 314
367 154 158
368 653 33
369 522 199
370 278 382
371 329 -1
372 713 34
375 225 637
376 600 -1
380 263 -1
381 104 31
384 -1 39
385 399 401
386 523 694
387 -1 442
390 554 -1
391 317 191
392 36 356
396 95 -1
397 -1 248
398 -1 614
399 621 -1
400 -1 670
403 -1 471
405 757 133
406 744 62
408 580 327
410 -1 549
414 319 595
416 265 354
417 391 766
419 129 337
423 301 463
424 575 480
425 230 -1
427 274 454
429 271 331
430 206 664
432 299 576
433 -1 339
434 56 641
436 628 750
437 -1 264
438 534 141
439 243 -1
441 342 346
442 -1 444
444 -1 581
445 -1 97
446 344 57
447 -1 516
451 467 114
453 650 -1
455 632 227
460 665 651
461 473 201
462 290 699
464 77 430
468 735 419
469 472 -1
471 584 10
472 283 446
475 724 69
476 -1 285
477 332 -1
479 -1 572
480 110 556
482 647 -1
483 240 151
484 66 -1
486 448 302
489 758 -1
490 455 640
492 24 746
494 215 245
496 -1 536
497 242 663
499 -1 333
501 -1 138
502 434 550
506 236 636
507 700 734
508 -1 121
509 276 620
510 221 -1
511 730 725
513 126 379
515 143 -1
516 -1 74
517 71 18
518 186 125
519 98 347
521 75 418
522 676 51
525 457 167
529 173 85
536 709 666
537 -1 654
538 212 528
540 380 -1
543 120 609
546 533 762
547 253 -1
548 720 495
549 458 753
551 183 502
552 712 161
553 596 -1
554 21 559
555 -1 719
557 579 117
558 459 429
560 -1 232
561 553 -1
562 207 -1
563 296 -1
564 345 -1
568 28 113
570 335 179
571 677 304
572 -1 5
573 -1 336
574 587 9
577 89 422
580 165 544
581 -1 608
582 696 574
585 629 -1
586 155 -1
587 477 -1
588 514 237
591 -1 585
592 -1 216
593 219 -1
595 -1 674
596 137 267
597 683 348
598 277 -1
600 322 -1
601 147 631
603 736 711
605 32 428
606 -1 400
608 485 571
609 642 649
610 -1 20
612 127 307
613 489 633
614 412 209
616 703 -1
617 -1 255
619 560 -1
620 687 378
621 -1 79
622 -1 741
624 109 542
626 153 -1
629 -1 11
630 297 707
632 176 591
634 -1 315
636 -1 369
638 737 688
639 323 -1
642 -1 366
644 583 272
647 41 690
648 611 91
649 648 -1
650 -1 132
652 92 643
653 65 692
654 512 152
655 -1 381
656 543 -1
658 205 -1
659 311 706
661 -1 745
663 8 231
665 -1 484
666 -1 644
667 229 482
668 122 450
670 569 710
671 511 394
