375 227
0 135 206
1 332 251
4 317 139
5 138 296
6 19 279
7 166 -1
8 -1 230
9 174 285
11 140 298
12 361 273
13 323 218
15 153 122
16 333 120
17 295 48
22 266 208
23 30 240
24 198 256
30 49 337
31 44 -1
32 306 312
33 119 69
34 181 271
36 78 224
37 -1 29
39 133 309
40 81 132
41 225 -1
43 36 112
46 320 -1
48 252 161
49 260 289
50 253 14
51 56 27
52 144 364
53 259 244
55 -1 159
56 -1 40
58 311 211
60 371 194
61 294 67
62 55 155
63 114 349
64 305 117
65 34 83
66 10 178
70 -1 167
71 169 26
73 111 -1
74 90 358
75 134 42
76 -1 24
77 216 179
79 53 38
80 -1 32
84 63 -1
85 319 265
86 151 116
90 7 -1
92 238 -1
94 187 157
96 12 68
97 50 200
98 262 99
99 168 346
100 303 71
103 276 25
106 328 229
107 22 205
108 180 173
109 283 370
110 -1 192
111 214 -1
113 237 -1
114 341 223
115 165 2
116 304 97
117 334 -1
118 278 -1
119 64 -1
121 367 239
122 86 268
125 6 287
129 -1 79
131 115 -1
132 257 28
134 -1 255
137 146 15
138 -1 275
140 -1 73
141 -1 299
142 -1 264
152 282 -1
153 234 284
156 -1 108
158 41 130
159 374 -1
160 357 247
161 -1 92
163 9 18
164 352 57
165 1 288
166 -1 189
167 300 -1
168 100 215
169 75 -1
171 308 340
172 228 164
175 235 301
176 -1 330
178 149 316
180 363 13
182 60 326
183 292 163
184 131 126
185 94 -1
186 -1 43
187 171 91
188 125 89
189 307 11
191 343 302
192 196 66
193 88 76
194 248 217
199 85 -1
200 39 21
201 -1 345
202 -1 372
204 106 197
206 -1 176
208 207 182
209 20 152
210 -1 103
211 184 245
212 172 87
214 136 202
216 -1 369
217 313 -1
218 338 -1
220 137 231
221 226 246
222 -1 193
223 62 95
224 362 365
225 242 274
229 3 -1
230 17 -1
236 286 322
237 -1 267
238 355 335
239 272 269
241 -1 204
242 -1 46
243 212 101
246 353 -1
249 37 -1
250 129 -1
254 359 143
255 -1 241
256 366 277
257 74 -1
259 150 344
260 -1 329
261 58 54
263 331 105
264 35 109
265 -1 291
267 80 154
270 84 -1
271 16 -1
272 23 -1
274 373 104
275 342 102
276 243 354
278 314 209
279 -1 185
281 -1 96
282 236 280
283 -1 191
284 31 -1
285 233 121
286 186 290
291 113 203
293 -1 70
294 360 -1
299 297 201
300 72 318
301 210 347
302 258 61
306 -1 5
313 321 118
316 93 220
317 351 158
318 232 339
324 59 98
325 227 327
327 293 219
328 356 -1
329 -1 8
330 65 -1
331 183 350
332 51 315
333 263 45
334 -1 77
336 222 -1
338 -1 33
339 -1 141
340 123 156
342 82 52
344 368 128
345 199 177
348 170 160
352 127 336
353 281 190
355 162 142
356 188 -1
357 249 107
359 261 -1
360 148 324
361 213 4
364 348 145
365 -1 250
366 147 221
368 175 195
369 325 310
372 124 110
373 270 47
374 -1 254
