113 73
0 -1 9
1 19 -1
2 109 -1
3 23 -1
4 -1 58
5 25 93
6 75 106
7 18 26
9 68 17
10 27 21
12 111 10
13 38 95
14 -1 1
15 -1 46
17 86 -1
18 45 61
19 70 29
20 51 59
23 40 12
24 44 7
25 98 42
26 88 -1
27 -1 63
28 112 -1
29 73 -1
32 89 -1
33 76 90
34 4 -1
36 66 56
41 55 82
42 -1 81
43 97 -1
44 -1 52
45 -1 69
46 65 -1
47 -1 8
49 20 53
50 16 2
51 105 -1
54 84 34
55 36 -1
56 96 -1
58 60 37
60 31 78
62 43 101
63 11 62
64 77 -1
66 5 -1
69 -1 108
70 67 99
71 -1 107
75 -1 28
77 47 72
78 71 100
81 32 94
85 39 104
86 24 -1
89 14 -1
90 6 30
91 -1 102
92 110 35
95 15 33
96 48 22
97 54 83
99 85 87
102 13 79
104 74 49
105 64 80
107 91 103
108 -1 3
109 41 -1
110 57 50
112 92 -1
