986 531
0 382 380
2 -1 385
5 404 92
10 983 901
11 442 334
12 391 133
16 700 342
17 693 103
18 748 23
22 387 325
23 208 487
29 254 689
30 575 237
32 516 144
34 383 738
37 899 242
38 -1 46
42 686 802
46 117 977
48 -1 233
49 350 726
50 349 378
51 423 39
52 654 920
55 188 981
57 623 916
59 714 323
61 299 343
62 807 216
63 296 27
64 578 880
65 932 230
66 152 661
68 30 589
72 7 878
74 792 924
78 -1 177
80 782 121
82 388 -1
84 371 501
85 733 116
88 324 586
89 538 853
90 379 512
91 798 472
93 592 181
95 -1 682
97 220 38
98 500 68
99 63 471
104 705 600
105 411 -1
111 499 944
114 190 397
116 622 179
117 56 490
118 570 -1
123 743 806
124 267 786
127 593 362
128 939 522
129 356 571
132 608 403
135 972 624
136 866 873
140 137 280
141 49 671
143 635 361
145 67 277
146 503 482
148 833 640
150 659 783
152 956 -1
153 244 290
157 314 -1
158 202 337
162 281 627
163 655 45
164 830 491
168 559 149
170 550 652
172 941 795
175 129 521
176 436 185
177 225 918
179 544 517
180 695 691
181 285 651
183 773 69
184 583 737
189 765 631
190 -1 813
191 297 327
192 85 -1
193 860 449
194 70 620
195 886 95
197 173 827
198 892 907
199 621 396
201 729 10
204 374 132
205 543 368
206 -1 212
207 72 44
208 799 32
211 551 180
212 320 444
214 595 210
218 161 245
225 57 -1
226 186 123
229 54 18
231 699 739
233 638 606
234 249 576
236 -1 634
244 319 483
245 338 89
246 582 394
249 734 496
250 721 377
252 286 124
253 260 848
257 214 20
258 811 553
260 -1 768
262 154 105
263 711 759
264 90 836
265 758 304
266 715 973
267 927 -1
270 863 938
271 9 558
272 37 306
273 -1 767
276 358 96
277 278 36
278 87 561
280 390 857
281 720 817
287 -1 922
288 985 -1
291 618 854
296 345 649
297 -1 679
298 352 326
305 660 710
307 171 168
308 -1 869
312 -1 475
314 122 599
315 484 271
316 55 139
320 406 428
321 825 492
322 317 594
323 443 169
324 883 71
326 157 446
330 393 707
331 466 1
332 914 197
333 419 754
334 108 919
335 -1 465
337 796 -1
340 -1 42
343 -1 322
344 555 363
347 507 969
351 829 591
358 128 524
360 515 148
361 252 831
362 554 719
363 107 526
365 250 -1
366 91 771
