1000 5000
383 886 27
915 793 25
386 492 9
421 362 7
690 59 23
926 540 6
172 736 11
368 567 9
782 530 2
123 67 25
929 802 12
58 69 27
393 456 1
42 229 3
421 919 14
537 198 14
315 370 23
526 91 20
956 873 2
170 996 1
305 925 14
327 336 5
846 729 13
857 124 15
582 545 14
367 434 14
43 750 7
808 276 8
788 584 3
651 754 19
932 60 26
368 739 22
226 586 24
539 795 10
434 378 17
601 97 2
317 492 22
756 301 20
286 441 15
689 444 29
440 729 21
117 97 11
481 675 9
927 567 16
497 353 6
965 306 23
219 624 28
871 732 29
503 19 1
368 708 5
340 149 6
723 618 25
846 451 1
555 379 28
764 228 1
350 193 10
34 764 24
914 987 26
743 491 17
365 859 16
432 551 17
228 275 17
474 121 8
395 29 7
235 793 8
428 143 21
928 529 26
404 443 13
613 538 26
840 904 28
128 688 9
917 917 6
324 743 1
183 490 29
772 725 4
590 505 29
954 786 9
82 542 14
197 507 15
804 348 11
622 828 29
343 746 8
340 422 11
810 605 1
661 730 28
305 320 26
444 626 12
465 708 16
282 258 14
637 62 14
600 36 2
899 379 10
468 71 3
131 881 10
933 894 10
163 199 11
899 996 9
773 813 18
190 95 26
466 84 1
90 684 6
542 936 7
445 756 19
418 887 2
348 172 9
9 336 20
342 587 6
301 713 12
321 255 29
599 721 14
939 811 20
667 705 18
127 150 24
658 920 4
422 269 26
81 630 14
292 972 2
850 625 15
222 299 10
42 898 23
298 190 24
590 209 21
819 336 12
155 994 4
379 769 3
776 850 25
860 142 29
884 993 25
621 567 14
613 961 14
326 259 4
202 202 26
784 21 12
868 528 19
872 908 18
498 36 18
753 248 3
333 133 8
890 754 7
746 368 9
500 46 18
797 249 10
303 33 3
497 253 22
686 125 2
996 975 8
157 729 16
460 414 21
460 304 8
27 50 8
556 902 14
697 699 13
39 2 18
403 500 11
647 538 19
151 535 14
339 692 15
127 504 29
49 964 5
429 343 25
177 900 28
971 949 9
367 988 12
795 743 24
829 390 12
340 541 9
826 232 11
42 360 27
23 761 21
309 190 15
996 367 17
234 690 16
524 57 14
168 205 8
312 386 10
346 726 24
916 552 18
529 946 10
647 970 21
80 631 13
857 627 2
886 214 25
512 90 12
479 610 19
189 274 5
641 620 3
987 888 28
566 770 4
856 417 6
260 849 17
205 59 17
518 945 3
873 458 23
637 289 13
607 478 27
314 471 9
100 459 8
438 25 18
74 233 7
681 493 18
270 699 7
839 569 13
622 794 13
847 431 22
682 390 2
791 57 15
521 157 4
491 947 1
231 21 17
740 54 20
98 325 1
516 516 22
231 139 26
404 338 10
218 21 1
862 812 9
977 685 26
904 176 3
207 759 27
744 499 21
127 950 26
560 818 5
563 49 14
711 805 14
291 375 5
614 589 28
993 918 15
882 822 22
717 30 3
574 126 13
486 253 23
74 814 3
179 377 12
775 88 9
710 732 24
17 346 5
137 691 13
943 573 8
925 291 20
18 217 6
963 55 10
858 130 24
571 661 3
685 789 3
604 851 5
250 868 23
485 6 15
639 949 20
967 226 13
677 596 21
865 560 26
955 770 18
211 342 2
196 379 21
270 984 22
427 234 10
283 72 28
830 63 17
950 30 13
714 59 12
47 924 12
435 232 4
954 443 8
486 640 28
159 262 12
683 41 28
723 324 22
122 154 15
821 457 15
747 171 26
269 218 11
703 653 23
907 959 18
806 797 1
84 308 24
698 991 6
898 715 12
171 189 29
506 10 16
224 109 9
1 378 29
53 81 4
338 989 6
67 147 13
787 231 2
122 281 15
850 179 20
254 350 21
813 857 14
181 81 3
720 433 2
181 487 5
296 825 4
722 892 21
297 32 24
181 506 25
57 708 15
999 962 7
483 776 4
977 309 27
932 382 21
266 563 10
682 211 25
86 285 10
990 583 24
476 116 10
892 525 18
839 525 1
136 360 8
643 337 28
582 621 1
955 888 5
815 570 27
853 8 2
783 350 27
97 827 6
269 71 21
149 910 18
639 398 18
610 393 27
890 976 19
552 931 17
777 99 27
566 952 7
641 735 18
298 184 15
776 805 16
428 954 28
308 593 28
197 555 22
774 445 20
325 997 13
412 127 12
421 693 4
439 334 21
159 985 27
354 761 2
972 541 16
852 850 2
482 399 27
154 173 15
506 851 24
790 263 1
172 37 17
859 828 21
280 987 26
