95 4465
1 2 71
1 3 74
1 4 74
1 5 11
1 6 98
1 7 2
1 8 53
1 9 27
1 10 30
1 11 44
1 12 82
1 13 59
1 14 12
1 15 98
1 16 70
1 17 91
1 18 16
1 19 57
1 20 58
1 21 45
1 22 46
1 23 19
1 24 88
1 25 87
1 26 99
1 27 25
1 28 57
1 29 61
1 30 38
1 31 43
1 32 8
1 33 9
1 34 17
1 35 82
1 36 72
1 37 15
1 38 36
1 39 25
1 40 94
1 41 66
1 42 22
1 43 29
1 44 77
1 45 34
1 46 27
1 47 47
1 48 25
1 49 95
1 50 57
1 51 35
1 52 41
1 53 3
1 54 54
1 55 81
1 56 42
1 57 5
1 58 6
1 59 0
1 60 19
1 61 96
1 62 95
1 63 27
1 64 57
1 65 12
1 66 61
1 67 29
1 68 80
1 69 49
1 70 55
1 71 26
1 72 68
1 73 77
1 74 55
1 75 45
1 76 63
1 77 35
1 78 45
1 79 41
1 80 30
1 81 2
1 82 76
1 83 71
1 84 57
1 85 83
1 86 4
1 87 0
1 88 88
1 89 62
1 90 52
1 91 59
1 92 10
1 93 47
1 94 38
1 95 67
2 3 11
2 4 99
2 5 49
2 6 91
2 7 1
2 8 56
2 9 70
2 10 69
2 11 85
2 12 25
2 13 14
2 14 48
2 15 60
2 16 11
2 17 41
2 18 43
2 19 65
2 20 18
2 21 66
2 22 23
2 23 1
2 24 71
2 25 75
2 26 41
2 27 33
2 28 79
2 29 1
2 30 44
2 31 26
2 32 39
2 33 63
2 34 89
2 35 91
2 36 12
2 37 81
2 38 92
2 39 20
2 40 3
2 41 61
2 42 5
2 43 28
2 44 27
2 45 6
2 46 41
2 47 91
2 48 47
2 49 84
2 50 56
2 51 65
2 52 50
2 53 31
2 54 18
2 55 21
2 56 6
2 57 12
2 58 7
2 59 85
2 60 65
2 61 51
2 62 63
2 63 4
2 64 14
2 65 53
2 66 47
2 67 79
2 68 86
2 69 91
2 70 99
2 71 89
2 72 52
2 73 57
2 74 69
2 75 32
2 76 63
2 77 10
2 78 75
2 79 10
2 80 46
2 81 31
2 82 28
2 83 97
2 84 15
2 85 46
2 86 70
2 87 21
2 88 10
2 89 77
2 90 59
2 91 75
2 92 28
2 93 74
2 94 32
2 95 95
3 4 79
3 5 79
3 6 74
3 7 17
3 8 71
3 9 25
3 10 58
3 11 75
3 12 82
3 13 28
3 14 59
3 15 45
3 16 90
3 17 34
3 18 8
3 19 37
3 20 18
3 21 36
3 22 86
3 23 33
3 24 34
3 25 56
3 26 6
3 27 45
3 28 34
3 29 17
3 30 20
3 31 14
3 32 92
3 33 52
3 34 9
3 35 23
3 36 84
3 37 35
3 38 41
3 39 7
3 40 61
3 41 99
3 42 82
3 43 43
3 44 79
3 45 94
3 46 41
3 47 70
3 48 28
3 49 49
3 50 59
3 51 98
3 52 85
3 53 45
3 54 31
3 55 71
3 56 1
3 57 90
3 58 16
3 59 87
3 60 7
3 61 89
3 62 2
3 63 51
3 64 93
3 65 63
3 66 27
3 67 77
3 68 99
3 69 68
3 70 84
3 71 60
3 72 19
3 73 19
3 74 55
3 75 99
3 76 13
3 77 96
3 78 21
3 79 93
3 80 97
3 81 80
3 82 92
3 83 82
3 84 25
3 85 75
3 86 54
3 87 78
3 88 17
3 89 22
3 90 66
3 91 25
3 92 11
3 93 20
3 94 28
3 95 57
4 5 83
4 6 55
4 7 34
4 8 82
4 9 75
4 10 71
4 11 94
4 12 95
4 13 42
4 14 2
4 15 46
4 16 55
4 17 98
4 18 67
4 19 0
4 20 48
4 21 99
4 22 44
4 23 30
4 24 76
4 25 20
4 26 36
4 27 54
4 28 37
4 29 11
4 30 72
4 31 14
4 32 74
4 33 92
4 34 95
4 35 31
4 36 76
4 37 2
4 38 18
4 39 58
4 40 78
4 41 89
4 42 53
4 43 25
4 44 83
4 45 55
4 46 23
4 47 90
4 48 5
4 49 42
4 50 90
4 51 5
4 52 41
4 53 35
4 54 36
4 55 17
4 56 7
4 57 24
4 58 23
4 59 44
4 60 87
4 61 96
4 62 11
4 63 62
4 64 88
4 65 6
4 66 93
4 67 64
4 68 8
4 69 11
4 70 75
4 71 38
4 72 52
4 73 80
4 74 15
4 75 35
4 76 87
4 77 38
4 78 25
4 79 44
4 80 80
4 81 16
4 82 50
4 83 21
4 84 3
4 85 38
4 86 90
4 87 10
4 88 14
4 89 14
4 90 6
4 91 2
4 92 62
4 93 17
4 94 64
4 95 50
5 6 75
5 7 57
5 8 67
5 9 36
5 10 21
5 11 42
5 12 26
5 13 73
5 14 74
5 15 42
5 16 9
5 17 61
5 18 80
5 19 86
5 20 5
5 21 13
5 22 2
5 23 55
5 24 34
5 25 57
5 26 45
5 27 77
5 28 67
5 29 60
5 30 43
5 31 74
5 32 62
5 33 5
5 34 43
5 35 26
5 36 7
5 37 71
5 38 35
5 39 74
5 40 7
5 41 56
5 42 68
5 43 85
5 44 30
5 45 42
5 46 27
5 47 91
5 48 3
5 49 60
5 50 77
5 51 61
5 52 73
5 53 32
5 54 16
5 55 59
5 56 89
5 57 14
5 58 36
5 59 57
5 60 74
5 61 31
5 62 83
5 63 36
5 64 36
5 65 26
5 66 14
5 67 44
5 68 49
5 69 49
5 70 18
5 71 56
5 72 58
5 73 39
5 74 94
5 75 88
5 76 81
5 77 21
5 78 79
5 79 85
5 80 33
5 81 8
5 82 46
5 83 6
5 84 40
5 85 14
5 86 66
5 87 30
5 88 28
5 89 54
5 90 39
5 91 2
5 92 86
5 93 22
5 94 90
5 95 74
6 7 0
6 8 4
6 9 18
6 10 50
6 11 6
6 12 89
6 13 58
6 14 64
6 15 28
6 16 52
6 17 4
6 18 61
6 19 26
6 20 35
6 21 46
6 22 59
6 23 43
6 24 44
6 25 18
6 26 84
6 27 59
6 28 36
6 29 66
6 30 39
6 31 90
6 32 5
6 33 94
6 34 28
6 35 27
6 36 36
6 37 55
6 38 79
6 39 41
6 40 73
6 41 29
6 42 99
6 43 14
6 44 88
6 45 63
6 46 94
6 47 40
6 48 67
6 49 56
6 50 18
6 51 54
6 52 54
6 53 78
6 54 97
6 55 99
6 56 96
6 57 33
6 58 10
6 59 84
6 60 99
6 61 1
6 62 26
6 63 56
6 64 95
6 65 55
6 66 35
6 67 32
6 68 10
6 69 15
6 70 25
6 71 35
6 72 44
6 73 76
6 74 2
6 75 84
6 76 39
6 77 48
6 78 77
6 79 58
6 80 4
6 81 95
6 82 12
6 83 11
6 84 25
6 85 61
6 86 62
6 87 73
6 88 95
6 89 72
6 90 57
6 91 46
6 92 25
6 93 84
6 94 3
6 95 73
7 8 91
7 9 38
7 10 57
7 11 53
7 12 53
7 13 34
7 14 88
7 15 50
7 16 10
7 17 42
7 18 34
7 19 1
7 20 91
7 21 11
7 22 59
7 23 47
7 24 59
7 25 23
7 26 58
7 27 84
7 28 36
7 29 20
7 30 58
7 31 31
7 32 44
7 33 15
7 34 78
7 35 70
7 36 99
7 37 33
7 38 43
7 39 90
7 40 71
7 41 52
7 42 43
7 43 77
7 44 86
7 45 84
7 46 79
7 47 96
7 48 78
7 49 13
7 50 49
7 51 69
7 52 77
7 53 60
7 54 17
7 55 36
7 56 83
7 57 75
7 58 20
7 59 19
7 60 48
7 61 78
7 62 3
7 63 92
7 64 46
7 65 81
7 66 62
7 67 45
7 68 66
7 69 57
7 70 88
7 71 37
7 72 61
7 73 83
7 74 66
7 75 47
7 76 19
7 77 45
7 78 95
7 79 98
7 80 11
7 81 44
7 82 19
7 83 40
7 84 4
7 85 36
7 86 76
7 87 39
7 88 64
7 89 48
7 90 11
7 91 12
7 92 79
7 93 14
7 94 4
7 95 25
8 9 47
8 10 19
8 11 22
8 12 13
8 13 28
8 14 62
8 15 2
8 16 90
8 17 98
8 18 69
8 19 89
8 20 17
8 21 66
8 22 85
8 23 67
8 24 77
8 25 81
8 26 87
8 27 69
8 28 38
8 29 75
8 30 45
8 31 77
8 32 91
8 33 46
8 34 88
8 35 3
8 36 25
8 37 2
8 38 60
8 39 2
8 40 1
8 41 31
8 42 24
8 43 14
8 44 59
8 45 39
8 46 69
8 47 1
8 48 37
8 49 90
8 50 91
8 51 6
8 52 56
8 53 28
8 54 26
8 55 86
8 56 9
8 57 13
8 58 55
8 59 47
8 60 40
8 61 53
8 62 77
8 63 32
8 64 99
8 65 65
8 66 87
8 67 76
8 68 20
8 69 99
8 70 78
8 71 73
8 72 30
8 73 54
8 74 40
8 75 42
8 76 45
8 77 9
8 78 43
8 79 82
8 80 99
8 81 34
8 82 41
8 83 7
8 84 62
8 85 67
8 86 45
8 87 24
8 88 32
8 89 53
8 90 23
8 91 72
8 92 6
8 93 0
8 94 56
8 95 57
9 10 66
9 11 96
9 12 85
9 13 38
9 14 95
9 15 63
9 16 11
9 17 78
9 18 69
9 19 51
9 20 20
9 21 15
9 22 12
9 23 15
9 24 49
9 25 11
9 26 50
9 27 90
9 28 71
9 29 64
9 30 57
9 31 68
9 32 40
9 33 89
9 34 21
9 35 64
9 36 14
9 37 79
9 38 64
9 39 22
9 40 88
9 41 82
9 42 18
9 43 73
9 44 72
9 45 66
9 46 88
9 47 84
9 48 96
9 49 10
9 50 87
9 51 68
9 52 25
9 53 0
9 54 83
9 55 26
9 56 63
9 57 33
9 58 17
9 59 34
9 60 50
9 61 26
9 62 3
9 63 90
9 64 68
9 65 76
9 66 54
9 67 34
9 68 56
9 69 71
9 70 56
9 71 96
9 72 5
9 73 27
9 74 70
9 75 78
9 76 45
9 77 58
9 78 62
9 79 41
9 80 20
9 81 1
9 82 9
9 83 45
9 84 1
9 85 92
9 86 24
9 87 65
9 88 78
9 89 93
9 90 51
9 91 28
9 92 19
9 93 6
9 94 70
9 95 39
10 11 83
10 12 77
10 13 73
10 14 91
10 15 0
10 16 30
10 17 87
10 18 5
10 19 9
10 20 57
10 21 83
10 22 54
10 23 68
10 24 97
10 25 47
10 26 88
10 27 99
10 28 56
10 29 86
10 30 0
10 31 0
10 32 10
10 33 17
10 34 78
10 35 3
10 36 69
10 37 58
10 38 74
10 39 75
10 40 81
10 41 14
10 42 10
10 43 58
10 44 39
10 45 1
10 46 58
10 47 21
10 48 41
10 49 15
10 50 30
10 51 98
10 52 99
10 53 84
10 54 18
10 55 96
10 56 31
10 57 59
10 58 95
10 59 39
10 60 45
10 61 48
10 62 40
10 63 7
10 64 65
10 65 70
10 66 62
10 67 86
10 68 81
10 69 88
10 70 62
10 71 62
10 72 2
10 73 24
10 74 72
10 75 94
10 76 26
10 77 82
10 78 15
10 79 67
10 80 97
10 81 46
10 82 17
10 83 96
10 84 82
10 85 88
10 86 45
10 87 66
10 88 47
10 89 40
10 90 57
10 91 44
10 92 88
10 93 49
10 94 51
10 95 6
11 12 20
11 13 65
11 14 92
11 15 1
11 16 53
11 17 6
11 18 15
11 19 8
11 20 31
11 21 87
