200 9901
1 2 5
1 3 75
1 4 78
1 5 49
1 6 66
1 7 67
1 8 18
1 9 38
1 10 32
1 11 53
1 12 75
1 13 56
1 14 70
1 15 39
1 16 87
1 17 71
1 18 24
1 19 67
1 20 99
1 21 45
1 22 33
1 23 35
1 24 44
1 25 43
1 26 13
1 27 26
1 28 94
1 29 72
1 30 47
1 31 85
1 32 73
1 33 3
1 34 59
1 35 2
1 36 51
1 37 77
1 38 68
1 39 20
1 40 66
1 41 52
1 42 73
1 43 92
1 44 7
1 45 42
1 46 30
1 47 46
1 48 64
1 49 5
1 50 12
1 51 63
1 52 49
1 53 96
1 54 49
1 55 45
1 56 38
1 57 61
1 58 70
1 59 31
1 60 84
1 61 16
1 62 16
1 63 56
1 64 70
1 65 26
1 66 57
1 67 72
1 68 54
1 69 77
1 70 91
1 71 71
1 72 28
1 73 63
1 74 63
1 75 86
1 76 56
1 77 44
1 78 31
1 79 20
1 80 49
1 81 94
1 82 82
1 83 97
1 84 89
1 85 82
1 86 93
1 87 78
1 88 42
1 89 62
1 90 61
1 91 77
1 92 29
1 93 28
1 94 32
1 95 98
1 96 5
1 97 40
1 98 69
1 99 59
1 100 16
2 3 60
2 4 29
2 5 95
2 6 22
2 7 43
2 8 81
2 9 30
2 10 87
2 11 63
2 12 49
2 13 35
2 14 9
2 15 82
2 16 83
2 17 49
2 18 63
2 19 76
2 20 27
2 21 56
2 22 37
2 23 39
2 24 32
2 25 18
2 26 66
2 27 15
2 28 15
2 29 22
2 30 54
2 31 84
2 32 80
2 33 22
2 34 43
2 35 61
2 36 16
2 37 16
2 38 3
2 39 48
2 40 45
2 41 41
2 42 63
2 43 45
2 44 75
2 45 71
2 46 78
2 47 10
2 48 19
2 49 40
2 50 85
2 51 97
2 52 47
2 53 73
2 54 35
2 55 30
2 56 90
2 57 52
2 58 44
2 59 5
2 60 74
2 61 50
2 62 40
2 63 5
2 64 23
2 65 34
2 66 17
2 67 38
2 68 1
2 69 72
2 70 38
2 71 98
2 72 12
2 73 100
2 74 42
2 75 87
2 76 70
2 77 20
2 78 96
2 79 40
2 80 11
2 81 32
2 82 37
2 83 58
2 84 4
2 85 23
2 86 87
2 87 46
2 88 75
2 89 83
2 90 2
2 91 48
2 92 84
2 93 41
2 94 4
2 95 6
2 96 26
2 97 21
2 98 95
2 99 26
2 100 92
3 4 32
3 5 23
3 6 3
3 7 83
3 8 17
3 9 41
3 10 4
3 11 88
3 12 36
3 13 44
3 14 98
3 15 19
3 16 32
3 17 7
3 18 75
3 19 54
3 20 46
3 21 20
3 22 80
3 23 28
3 24 21
3 25 79
3 26 11
3 27 13
3 28 83
3 29 68
3 30 38
3 31 3
3 32 62
3 33 15
3 34 94
3 35 94
3 36 38
3 37 96
3 38 28
3 39 6
3 40 37
3 41 32
3 42 93
3 43 24
3 44 27
3 45 42
3 46 43
3 47 58
3 48 49
3 49 17
3 50 63
3 51 94
3 52 88
3 53 43
3 54 73
3 55 60
3 56 73
3 57 35
3 58 72
3 59 55
3 60 2
3 61 61
3 62 57
3 63 63
3 64 75
3 65 50
3 66 8
3 67 64
3 68 98
3 69 36
3 70 21
3 71 86
3 72 19
3 73 13
3 74 9
3 75 45
3 76 55
3 77 3
3 78 54
3 79 55
3 80 19
3 81 16
3 82 100
3 83 6
3 84 10
3 85 72
3 86 65
3 87 35
3 88 6
3 89 88
3 90 89
3 91 59
3 92 100
3 93 46
3 94 21
3 95 27
3 96 47
3 97 81
3 98 42
3 99 96
3 100 16
4 5 63
4 6 81
4 7 86
4 8 27
4 9 90
4 10 30
4 11 33
4 12 92
4 13 83
4 14 87
4 15 63
4 16 50
4 17 86
4 18 20
4 19 12
4 20 9
4 21 37
4 22 46
4 23 66
4 24 76
4 25 34
4 26 24
4 27 76
4 28 31
4 29 97
4 30 54
4 31 30
4 32 77
4 33 95
4 34 25
4 35 44
4 36 9
4 37 6
4 38 29
4 39 36
4 40 47
4 41 10
4 42 68
4 43 38
4 44 44
4 45 7
4 46 52
4 47 93
4 48 44
4 49 24
4 50 56
4 51 53
4 52 60
4 53 53
4 54 70
4 55 35
4 56 87
4 57 46
4 58 62
4 59 69
4 60 42
4 61 15
4 62 98
4 63 70
4 64 62
4 65 75
4 66 65
4 67 70
4 68 80
4 69 45
4 70 5
4 71 26
4 72 54
4 73 25
4 74 15
4 75 97
4 76 83
4 77 19
4 78 41
4 79 26
4 80 42
4 81 97
4 82 30
4 83 1
4 84 49
4 85 100
4 86 87
4 87 87
4 88 45
4 89 1
4 90 8
4 91 38
4 92 15
4 93 57
4 94 59
4 95 76
4 96 31
4 97 23
4 98 46
4 99 10
4 100 67
5 6 2
5 7 87
5 8 72
5 9 78
5 10 2
5 11 68
5 12 60
5 13 20
5 14 60
5 15 38
5 16 61
5 17 56
5 18 67
5 19 13
5 20 57
5 21 18
5 22 51
5 23 95
5 24 14
5 25 51
5 26 54
5 27 51
5 28 66
5 29 11
5 30 9
5 31 93
5 32 41
5 33 83
5 34 90
5 35 3
5 36 49
5 37 44
5 38 89
5 39 20
5 40 21
5 41 42
5 42 39
5 43 81
5 44 13
5 45 99
5 46 70
5 47 73
5 48 6
5 49 36
5 50 37
5 51 14
5 52 6
5 53 88
5 54 61
5 55 19
5 56 38
5 57 14
5 58 22
5 59 55
5 60 24
5 61 30
5 62 100
5 63 17
5 64 13
5 65 41
5 66 71
5 67 13
5 68 84
5 69 11
5 70 85
5 71 5
5 72 53
5 73 23
5 74 37
5 75 65
5 76 73
5 77 6
5 78 90
5 79 31
5 80 93
5 81 78
5 82 44
5 83 98
5 84 65
5 85 4
5 86 17
5 87 55
5 88 18
5 89 38
5 90 61
5 91 93
5 92 19
5 93 12
5 94 61
5 95 83
5 96 53
5 97 31
5 98 96
5 99 36
5 100 42
6 7 32
6 8 92
6 9 46
6 10 6
6 11 80
6 12 62
6 13 79
6 14 37
6 15 51
6 16 9
6 17 30
6 18 81
6 19 4
6 20 27
6 21 45
6 22 8
6 23 95
6 24 51
6 25 77
6 26 84
6 27 64
6 28 21
6 29 55
6 30 75
6 31 34
6 32 37
6 33 79
6 34 16
6 35 84
6 36 67
6 37 9
6 38 67
6 39 10
6 40 54
6 41 73
6 42 90
6 43 16
6 44 51
6 45 26
6 46 18
6 47 11
6 48 55
6 49 98
6 50 14
6 51 34
6 52 95
6 53 73
6 54 80
6 55 97
6 56 1
6 57 16
6 58 60
6 59 74
6 60 70
6 61 87
6 62 7
6 63 58
6 64 17
6 65 74
6 66 94
6 67 83
6 68 83
6 69 60
6 70 93
6 71 88
6 72 32
6 73 34
6 74 3
6 75 34
6 76 59
6 77 73
6 78 96
6 79 66
6 80 22
6 81 62
6 82 51
6 83 68
6 84 34
6 85 82
6 86 65
6 87 87
6 88 97
6 89 76
6 90 12
6 91 18
6 92 14
6 93 18
6 94 76
6 95 31
6 96 43
6 97 69
6 98 65
6 99 25
6 100 28
7 8 9
7 9 13
7 10 12
7 11 42
7 12 67
7 13 45
7 14 53
7 15 39
7 16 41
7 17 70
7 18 13
7 19 2
7 20 72
7 21 80
7 22 87
7 23 53
7 24 44
7 25 25
7 26 50
7 27 72
7 28 36
7 29 67
7 30 85
7 31 5
7 32 94
7 33 67
7 34 48
7 35 62
7 36 84
7 37 72
7 38 42
7 39 92
7 40 84
7 41 53
7 42 86
7 43 3
7 44 49
7 45 38
7 46 93
7 47 89
7 48 59
7 49 5
7 50 42
7 51 30
7 52 85
7 53 29
7 54 82
7 55 80
7 56 53
7 57 83
7 58 3
7 59 41
