10000 10000
1 5805 595
6371 8836 550
797 1955 969
3340 7061 768
7061 7396 126
2864 4240 427
5520 8648 922
211 8249 827
4727 5080 974
2110 8551 619
7036 9463 840
2841 7849 635
3139 5211 823
2534 3667 879
3812 4135 589
2401 9044 103
406 1387 158
4535 5605 376
4634 7690 328
1116 3675 353
2281 5433 535
117 5329 513
6546 8974 34
6025 6513 183
5325 9479 920
244 7803 662
4788 9628 179
5611 7332 646
206 2264 595
4128 9415 207
5524 7043 802
5889 6915 326
5242 6179 679
2081 3292 831
6094 6588 549
1837 8606 663
7169 8439 598
3954 4348 627
7397 8127 226
4918 5492 71
915 2577 428
6468 7583 490
3055 3946 889
154 6742 801
6639 8597 102
3806 7145 86
6744 9718 503
1992 8664 861
5621 9905 591
896 5382 965
2765 8984 743
4841 8431 755
6070 6987 218
5476 8888 812
1560 9374 424
4827 9672 621
495 5022 417
7176 9854 990
455 762 336
712 3236 403
5694 8472 44
3598 4797 61
281 3322 483
7306 9899 340
4219 9056 112
3432 9221 402
5598 6870 520
2850 6803 768
5456 6193 420
6922 7597 405
3479 9390 793
2352 6374 364
2467 5417 606
4541 9681 760
3480 5930 978
3582 4748 361
7459 8575 644
457 4420 31
5871 8156 736
5626 9395 644
568 1725 424
913 1948 170
2800 3733 638
4748 9347 395
2381 7003 254
7002 8346 636
4938 8728 515
5275 9958 659
6484 8773 705
312 7196 693
3559 6792 24
5711 7953 741
508 2021 257
4315 5058 406
7080 8988 174
5455 7505 26
2808 7933 65
3521 5211 812
581 1250 34
1671 4926 503
4997 9986 974
6465 7329 889
7209 8766 963
974 6634 800
876 1439 511
1672 9292 722
4574 5855 497
3111 6084 479
4014 6054 403
5576 8251 299
5843 8501 514
4153 7507 472
2487 8875 342
1265 7997 113
6299 9354 532
3739 8577 499
5704 6160 354
3194 9813 259
248 5786 226
966 5212 958
5570 7575 499
3675 5037 225
6106 7677 876
6926 9249 61
559 662 536
1492 9859 123
6435 8251 199
803 8854 180
4168 5922 879
864 8298 328
7461 9577 733
5209 9351 717
470 7807 871
6702 8959 805
1128 9817 23
7019 9592 683
3440 8743 859
1212 3982 398
2188 8014 484
5071 7570 167
5531 9989 744
1800 3490 433
5420 6220 1
3764 7834 847
4335 6190 730
6967 9468 885
4337 9243 459
4330 7584 861
2520 2774 644
3094 5006 387
546 7319 45
325 955 174
3689 9795 294
1620 9894 985
7274 7407 658
7232 9487 200
564 5941 382
1079 2555 106
804 1549 550
4927 7875 946
3237 9263 971
5361 7359 359
6580 7729 826
879 5744 297
6382 8778 873
2732 4776 632
4310 7021 554
5773 8328 551
7047 7159 670
2680 6190 746
3957 5916 945
6472 9953 362
5532 9565 429
5265 6026 499
643 9794 65
4506 9299 208
5229 7373 166
652 6725 44
2457 8217 406
3218 8830 545
7029 8552 845
5637 5888 704
5568 8786 295
4005 7538 616
6471 8754 298
6233 8152 350
2867 3460 677
1984 2580 307
4507 8920 345
3580 5901 46
2822 3259 353
5310 7746 238
7595 8179 59
2241 5584 697
2667 4183 744
7592 9291 776
4580 5627 425
4128 4789 595
4341 8459 485
3449 8588 468
3963 7219 587
7372 8914 841
7274 9347 888
5584 6296 212
2188 5764 960
3907 6081 844
6423 7009 126
6140 6457 621
3534 7258 722
7233 8599 836
2981 8694 507
7422 9688 930
7568 8319 810
1303 6007 793
1096 1623 494
4586 7234 562
1672 5499 995
1385 5127 820
4374 5668 695
1105 6036 966
6524 9780 28
1910 3231 235
6235 8463 824
5547 6787 206
5951 8965 428
3566 6436 235
4640 8385 754
4910 7354 409
7157 9409 146
6876 9057 801
7316 9044 490
3592 9485 502
2874 6945 677
2438 7367 903
7663 9319 95
328 9602 861
3191 7029 43
2264 8152 823
1182 4872 469
4420 8907 54
1704 8175 415
3305 9306 408
1433 1847 964
2296 8395 892
4687 8690 985
4282 8319 791
4305 7565 817
3915 6467 113
3130 9235 793
7253 9181 608
7374 8276 171
3444 5893 861
1206 3825 266
2618 9741 208
2058 3940 596
4104 8312 507
6893 8949 174
3894 5604 407
937 9314 910
2654 9900 534
2987 5953 78
6726 8270 31
3378 6270 247
1938 8134 402
2314 7625 751
5581 6887 739
3184 5397 876
5577 6898 906
6139 7458 653
6961 9805 231
1279 8192 695
352 8565 811
3799 7704 337
1255 8384 886
5179 7514 53
6163 8510 470
742 8263 632
6827 8333 2
4437 5911 46
3953 4167 554
4878 8295 487
4541 8312 13
928 6048 346
6550 9290 751
3567 3866 490
5337 5936 455
1857 8806 504
4967 7395 162
4453 7678 835
6196 7161 784
3943 4011 543
1568 3911 541
2092 7948 807
4574 4953 941
6097 7103 992
3505 4336 414
7317 8834 594
6599 7091 110
4364 9574 516
7631 9460 520
6942 7089 296
2159 4552 948
2010 5802 228
7726 7836 882
5287 6017 91
7098 7265 964
1750 8431 265
4708 5937 683
1169 1736 866
1643 4173 507
1155 9852 865
6598 7802 424
3788 6340 846
2018 4389 828
7555 7707 472
5236 9352 267
2408 8392 667
5846 9686 879
6377 9449 64
7017 9906 408
5024 8109 47
2902 5278 522
3076 7548 727
6196 6424 819
396 6013 739
6478 9792 182
4002 6242 211
7489 8962 769
7092 7569 319
6878 9138 374
4380 8113 455
7389 8993 208
2762 8113 932
4911 5333 856
6257 9527 508
4282 6469 35
5779 5978 48
3543 5102 163
7177 7801 711
3689 8327 613
7117 8480 670
3305 9898 452
4890 9531 381
1497 6389 303
1182 5242 749
3685 6587 192
4130 7692 249
6905 7760 587
7741 9546 788
5198 6870 917
5973 8065 732
4974 6368 279
4780 5106 433
1794 4395 622
7091 9343 962
4595 9720 245
1606 6957 654
651 1327 47
6595 8241 247
3701 4652 870
4870 8071 344
6651 6801 771
7454 9675 63
3355 3862 151
4137 7643 890
7072 8786 139
1108 3737 932
6687 9824 20
4514 6663 214
7779 9151 575
3684 9394 717
6504 7560 308
3056 9532 799
4238 6864 923
4852 8847 982
4587 8002 723
5636 8595 43
4281 6854 540
5931 9855 802
4128 4197 967
1423 4983 599
4587 7393 134
946 2683 498
4723 7498 827
6415 7191 391
5258 7823 502
5490 6574 757
7212 8782 809
4366 6235 409
7244 7750 451
6482 7632 508
3147 5141 571
3528 9645 763
7216 7607 793
1055 2213 517
2668 6032 472
4910 6326 149
5078 9783 478
4289 7736 832
4391 5777 424
5294 5423 179
515 1457 167
5982 7313 989
4787 8159 501
3090 4938 273
3071 7124 638
1442 4977 319
2314 9262 61
942 1058 404
2878 8353 149
927 9018 262
5927 8056 693
5934 7292 577
6715 7623 114
7407 9021 779
3095 3360 314
7299 9609 572
1475 6185 605
5151 9737 925
7305 8228 942
7290 9384 457
2550 6923 330
3340 3829 131
6445 7582 975
1390 3404 654
2687 5477 37
7405 7970 946
1613 9545 531
4990 6726 268
6428 9068 989
7620 9823 117
7109 8834 534
2710 4333 407
7504 9637 724
2226 3939 986
5709 7370 816
2174 6858 853
2452 9866 415
6153 7821 913
7458 8376 454
7688 9176 483
6210 8125 261
1041 6190 183
5200 8448 475
2490 7919 600
5107 7305 338
1877 9000 704
7183 9833 271
4786 6051 289
568 6093 388
5468 6834 509
3857 6675 107
4213 4831 863
3103 8821 261
4252 5314 274
1124 3629 204
2333 6728 791
7357 9207 628
7586 7800 598
2377 8126 968
1784 5546 725
7793 9469 985
1136 2094 987
7739 8018 136
2376 9046 156
2988 4906 384
5051 9676 283
2803 6860 763
5758 7317 180
2336 2350 504
7054 9501 187
4659 8966 360
7273 7672 987
6844 8542 898
630 8991 272
5676 8725 356
699 4299 191
4425 9990 833
6293 8860 551
4289 5107 634
2586 5256 821
998 9584 973
6986 9733 844
1810 2886 999
3121 3767 52
4918 7554 274
7871 9936 574
6354 8335 388
3824 8893 49
1056 1462 154
6320 6435 22
7086 7195 25
2039 3660 204
4554 9106 192
1704 2528 124
603 8361 508
3773 6066 727
7151 9479 414
6720 6916 333
5472 5595 662
4127 5011 256
1766 6672 654
2578 6894 215
5863 7790 276
2990 3415 383
6820 9543 511
1201 6400 665
7708 8809 386
6639 6775 210
4958 6904 688
5326 9336 453
1199 2288 380
1741 3877 739
2512 3574 725
5986 9851 391
5003 8602 438
5144 6922 490
3996 6185 120
1074 4322 69
4917 7421 736
1093 1353 923
2929 3997 3
873 5184 2
2823 3719 825
7634 9691 313
5573 7273 292
4245 6622 270
6928 9577 677
5275 6249 574
5507 8663 998
1653 8614 258
5986 7401 608
4771 7440 759
5287 6367 869
6542 7247 268
2373 7588 338
6595 9553 239
2605 3536 985
6253 8636 315
5224 8899 437
6263 8333 391
5537 7172 981
2585 8083 234
4987 5984 594
891 7246 431
2119 2123 841
4511 7384 261
4046 6877 827
5350 9082 11
6682 8452 233
6087 6235 580
2990 6907 974
6150 6600 417
7270 7324 263
1148 8498 336
1246 5834 652
3963 7874 502
5517 9674 155
4810 6772 287
5439 5872 824
3734 8529 762
1965 6313 712
5586 5978 928
1539 3081 521
2077 9853 63
4561 7705 469
4475 8636 428
5581 9190 531
2448 7501 410
5992 6861 435
695 9152 338
4981 6479 213
7699 7800 688
4537 7017 53
5144 5360 548
3514 9824 308
1219 2637 821
7427 8487 52
1989 3909 475
5854 8897 451
7857 9189 860
7183 8451 986
5122 6407 802
6125 9335 371
3054 5383 309
2856 8528 303
6219 6463 5
1551 9107 915
1310 2854 189
7451 8435 465
2354 8435 918
5340 5617 310
8015 8566 351
7902 9525 320
4829 9813 90
7808 9593 723
3538 7971 38
5723 8748 111
933 5495 472
7194 8252 236
7429 7572 836
6966 8748 610
2714 4366 418
1800 5509 5
687 4172 69
3945 6041 511
5863 7067 988
5935 6528 322
4660 7438 916
1151 6280 596
682 1390 812
4178 7079 424
2092 8024 120
4166 4797 703
2091 7066 894
5835 6831 2
7872 8722 329
1132 2854 232
7928 9294 273
5335 9395 697
5417 9281 263
4734 4978 594
5738 9476 647
851 9799 123
3733 4473 694
2472 8041 449
4279 4887 463
3448 4283 125
6252 8029 192
2082 6347 488
7328 8502 600
5169 8278 715
7173 8479 794
7953 9669 902
2352 3312 100
3157 9900 752
7355 7605 72
4054 9067 48
4933 9715 352
6544 9154 549
780 8917 938
2711 4338 331
7257 9230 150
897 9999 219
1034 7341 240
2794 8045 810
1598 8354 578
5851 6007 872
7419 7648 629
6110 7392 120
5493 6706 41
2862 9589 656
2331 2576 261
7865 8731 502
3545 7597 502
1126 2686 954
7658 9934 9
5442 9412 131
2502 4305 92
5608 9666 434
6418 9063 644
5277 7301 674
5573 5600 238
4051 5404 128
8030 9773 598
4227 6687 451
1515 9004 88
6612 9011 931
6786 6970 379
5183 7384 137
7709 9311 104
4705 9130 866
6890 9835 753
2434 2929 970
7738 8237 31
5896 9005 231
6555 9027 675
2019 9886 292
4991 5842 657
4946 8108 695
7344 7931 229
3175 5792 298
7354 9455 559
1354 9966 974
3943 4394 694
3011 7506 572
7676 7881 913
7643 7840 78
1346 4173 196
3330 7205 712
3545 7604 57
7748 8131 228
5554 7929 250
725 2275 360
3000 6740 685
4744 4838 526
7222 8726 982
6078 7884 491
4960 6613 631
3633 8199 838
5463 8808 894
1339 7690 256
2795 4130 787
1048 1198 945
4212 9738 993
4349 7315 371
5531 6195 251
7285 8198 13
1156 1348 946
7603 8606 60
6098 9265 49
2156 5169 493
5771 5836 690
1113 3070 197
1556 2038 692
1711 1883 868
5051 5853 298
2416 8803 245
7114 9454 490
4802 6942 878
4472 9438 822
1480 9278 380
2881 4857 131
6037 9574 325
2331 7734 320
1570 9606 506
5505 9621 56
7958 8314 951
4513 8298 385
8081 9987 989
4298 7934 247
6574 8692 405
5751 8981 70
3921 7812 676
1427 9440 872
5834 7718 650
5783 7187 732
6100 7667 17
4714 9093 220
924 5820 287
1624 9964 981
4700 8367 1000
1802 8031 187
7784 9876 231
5748 7338 329
4036 5707 228
2495 9217 90
5460 5924 918
5981 8638 602
8156 9842 337
2215 6367 648
5763 9316 707
4556 5375 247
5958 7973 102
2576 6248 892
1222 4837 993
1592 1726 205
963 7498 289
6565 8517 195
7184 8597 660
7873 8579 23
5849 9122 178
4657 9021 882
2964 7791 556
3957 6249 874
7180 7801 709
1584 7793 766
7215 9395 73
5788 6254 349
1277 5528 813
1368 4653 752
4648 7737 146
7574 8956 346
2559 6860 538
4143 4803 305
3476 5682 622
1552 9241 70
7621 7918 441
2746 4072 948
6011 7740 546
2323 5793 274
1794 2707 427
7139 9894 713
810 4374 81
7066 8614 633
7525 9463 260
6709 8416 955
6602 7356 922
5113 8437 506
1695 2733 548
7978 8829 61
1073 3323 769
7419 7913 147
7263 7905 428
3953 6413 519
7032 9521 942
7915 9319 756
6271 8643 432
2197 7289 690
5914 6736 877
5227 6183 510
4789 6257 988
2124 4290 458
2886 7653 968
7711 9858 56
4969 8938 674
4858 8439 499
5859 9299 249
963 2978 364
3692 5916 142
5426 5453 130
6559 8608 951
1753 9608 33
2567 4627 792
1527 7160 955
4915 8213 506
3322 6020 410
1521 1706 564
5328 7629 298
5215 8506 765
6142 8840 512
1446 7490 304
4110 6522 557
4614 9216 122
3075 9310 721
7855 7866 578
3838 5876 634
2198 5442 643
2057 3890 390
3664 8078 212
4634 7441 688
8245 8694 327
2338 9211 118
3233 6530 220
6660 8781 250
2231 9954 613
2755 4685 984
