1000 1500
1 154 716
8 996 165
8 865 827
13 1223 565
9 232 506
11 145 908
9 883 304
14 1131 644
14 413 477
11 1397 337
13 654 955
17 1258 342
21 1110 374
23 1027 368
15 37 626
19 1447 268
26 1023 65
23 1153 942
22 365 243
22 596 727
22 658 13
22 228 441
28 723 411
31 371 631
30 891 234
33 1026 743
34 1084 430
34 418 15
29 454 97
35 481 398
32 720 861
34 151 496
41 516 173
42 1470 70
43 912 400
44 262 667
42 623 836
38 188 856
39 1176 724
42 1419 915
49 412 469
44 298 638
50 633 466
48 73 326
48 1445 587
48 664 872
53 1379 154
54 574 145
54 189 489
58 1117 429
60 268 691
52 234 288
56 810 364
56 1187 977
60 559 109
63 576 697
66 1457 483
67 305 600
65 1041 358
60 135 910
69 1401 652
63 984 446
66 1234 138
68 590 605
67 187 212
72 617 63
72 1458 472
76 908 330
74 348 141
77 940 979
79 1451 462
78 817 356
78 1028 352
78 732 565
83 570 671
84 946 256
84 1476 545
85 968 42
88 141 539
82 1358 877
86 176 484
89 449 401
84 1399 917
85 999 395
86 612 164
90 1148 683
96 452 650
95 739 251
97 1322 86
98 706 511
92 944 789
93 1196 922
98 395 355
100 388 226
96 206 491
105 1406 360
105 1421 249
104 266 277
107 439 478
103 602 639
107 680 442
108 1252 350
106 1408 68
105 560 949
110 1154 909
113 1435 969
110 802 385
113 1111 53
115 1280 718
110 254 214
120 517 123
113 644 926
115 633 377
119 723 744
117 1065 774
124 493 277
120 1056 344
119 1317 920
126 977 961
120 1289 550
125 1404 903
126 1132 456
123 263 833
128 1099 37
131 349 645
135 1274 148
128 1034 961
128 334 629
133 307 131
131 805 946
137 1288 62
135 789 922
139 502 579
137 750 395
143 988 376
144 1315 430
139 1418 820
141 218 986
147 528 277
142 1258 114
149 250 709
145 927 186
146 967 821
152 1016 991
150 326 439
154 1055 643
153 1162 527
153 433 785
151 564 689
158 1247 847
157 892 160
161 1068 884
158 513 824
157 237 110
164 363 480
158 1470 228
159 1288 853
159 908 316
168 224 244
164 1030 472
169 1364 241
169 1500 668
168 1347 972
173 386 81
169 559 743
166 832 685
172 479 336
171 1199 867
177 314 264
172 590 802
172 1121 652
181 1052 817
181 799 186
176 1450 932
184 1259 693
184 1135 258
181 422 623
187 1307 314
186 1456 466
182 1394 767
181 1152 768
183 665 628
185 247 582
187 1349 102
189 488 1000
192 729 756
190 848 597
192 298 377
191 1085 409
197 806 642
196 871 193
201 708 656
196 473 401
196 1409 695
195 1062 324
205 1081 677
198 845 791
198 494 705
202 540 583
200 1027 390
202 808 929
205 299 203
204 1046 27
204 209 939
213 1168 518
206 228 809
209 515 421
208 919 977
215 1296 789
218 290 322
211 1069 696
216 365 29
213 708 949
217 854 37
221 968 99
223 1095 782
217 946 544
218 738 982
222 837 472
220 1372 422
230 904 178
229 1271 228
231 1233 283
233 1387 39
225 1371 247
235 486 229
233 495 309
231 1184 982
231 1447 952
230 1336 153
236 1436 623
236 1329 641
241 856 763
234 251 13
235 235 683
245 1103 641
245 851 696
246 403 620
242 519 390
241 1233 498
249 1057 912
250 1153 681
249 288 831
248 892 664
249 1146 215
250 870 583
250 1495 253
257 623 768
257 671 109
257 752 99
252 1278 807
259 1435 116
261 909 252
261 691 498
255 1022 244
263 434 737
264 675 909
266 813 67
264 340 546
261 477 649
269 1423 529
265 398 807
264 966 476
265 692 946
266 1189 933
275 1266 472
275 511 851
272 1191 116
272 935 239
270 534 257
277 649 20
275 281 791
279 781 602
280 1496 636
282 1372 555
283 1102 925
277 1007 681
280 1190 75
283 550 577
283 338 295
282 675 328
287 766 834
283 833 632
286 1141 621
293 897 298
286 647 611
294 347 295
294 1256 260
293 754 275
290 908 886
296 773 741
297 1164 73
300 793 336
303 811 356
301 1150 78
303 935 436
302 594 252
298 509 728
305 711 628
307 1065 894
306 1254 781
311 936 958
303 959 919
313 950 266
313 1097 985
315 1196 982
314 584 183
316 1028 619
314 1010 68
319 759 755
320 1424 974
316 536 757
322 623 936
315 837 496
323 856 705
318 1477 565
321 1051 685
318 1500 360
319 1325 201
327 1063 130
324 1398 384
325 799 55
328 467 217
330 476 907
331 1094 130
327 598 666
329 562 246
333 474 178
338 1183 485
334 1062 499
339 660 464
338 581 809
341 1304 547
334 1308 894
343 1324 465
339 707 598
341 764 625
338 414 24
340 1028 470
342 367 678
345 1418 755
348 395 25
347 1231 598
351 873 56
353 1400 951
354 733 635
353 822 377
350 1077 509
352 444 741
351 551 977
357 680 995
361 1234 530
360 1367 339
357 528 640
363 1399 338
361 965 266
366 521 738
360 574 351
366 668 283
360 651 369
361 896 461
363 1011 668
368 490 504
369 1374 514
369 473 591
374 1418 201
371 1194 643
374 1049 543
374 471 923
374 902 605
374 789 266
373 878 13
376 586 870
378 1069 434
380 475 464
382 406 558
380 1167 55
384 717 682
386 1203 597
380 776 242
388 807 243
384 666 946
383 389 232
391 822 88
392 999 504
386 456 817
392 676 294
389 567 23
390 441 3
393 600 220
400 1487 394
393 1056 986
393 1482 663
396 589 280
401 556 350
401 711 168
402 1099 229
405 1117 880
402 971 15
403 765 204
409 968 107
407 421 637
410 1251 512
408 826 248
407 981 983
406 1309 180
407 493 750
415 1165 393
410 1404 496
417 934 7
418 1295 814
420 1006 161
416 871 345
417 779 950
422 1059 710
417 936 832
424 999 430
427 1428 203
419 657 471
423 688 938
430 748 177
431 1062 932
431 794 485
427 1131 554
426 1132 716
434 569 23
436 622 994
437 1079 154
430 1294 438
435 464 859
439 1253 268
438 796 828
442 1016 823
438 904 764
439 1180 954
441 553 23
444 1210 855
439 568 846
444 563 93
442 1383 443
450 973 551
450 539 230
443 1022 697
452 974 591
454 1255 919
450 1472 36
453 622 479
450 489 325
451 667 479
457 1421 61
452 1414 359
455 748 901
457 819 619
457 1131 349
462 706 643
460 1233 922
461 779 854
467 834 138
467 486 927
464 1142 658
465 1284 893
469 910 548
463 1337 153
470 1452 180
472 1454 744
466 999 799
468 1246 718
469 1034 709
469 644 263
475 616 530
478 1322 599
472 994 21
475 879 377
478 926 364
479 1271 924
481 1387 327
485 997 961
480 1139 951
480 1433 327
482 827 566
489 1362 728
485 1324 820
485 1344 446
485 1224 873
487 816 448
488 642 518
487 642 300
494 659 703
491 1114 866
495 602 66
494 522 961
494 655 443
502 953 764
500 1019 76
495 880 911
505 723 11
498 762 528
502 907 882
506 580 77
501 1462 433
501 527 125
509 1463 105
504 537 391
510 773 713
512 720 82
508 991 126
513 1317 170
513 1380 528
516 982 149
514 1257 711
516 723 780
