100 150
1 149 326
2 106 905
5 117 713
8 82 789
14 127 319
10 58 539
15 85 271
16 51 403
14 42 861
16 59 791
16 57 864
15 121 708
19 89 973
21 98 842
19 106 266
16 55 56
23 119 546
24 135 602
22 102 540
22 100 915
23 66 391
26 92 689
27 140 58
31 96 654
31 129 385
29 100 601
36 111 47
31 67 931
29 126 485
30 47 869
40 112 435
34 35 860
41 124 47
35 57 765
44 77 98
43 135 70
40 85 513
41 59 755
40 150 846
48 99 997
47 104 351
51 58 419
48 134 612
44 133 551
48 74 781
55 137 214
56 65 609
49 66 161
50 124 821
52 126 778
59 146 649
55 96 824
56 134 345
55 77 620
63 148 599
64 145 370
65 95 533
65 133 134
60 131 808
61 142 39
69 81 694
63 147 857
67 134 91
73 134 89
68 148 967
68 120 528
76 120 135
69 104 358
71 118 599
74 84 407
76 137 130
79 97 766
80 97 85
79 91 699
81 97 213
83 118 353
84 146 34
85 111 218
79 125 713
89 125 690
89 118 928
86 148 777
87 121 62
87 101 831
94 127 998
92 131 865
88 143 154
91 105 397
90 145 726
97 125 6
93 144 571
99 139 465
102 131 898
103 149 960
99 139 738
104 127 551
102 103 574
104 142 645
100 146 123
105 120 957
